,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,player_id,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,week,year
17502,Mathew Ryan,GK,Brighton,0.0,0,0,0,0,0.0,65,276,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,14,0,0,0,0,28,0,602,1,2,0.0,0,-3,0,3,45,False,0,28,2022
17503,Ryan Fredericks,DEF,West Ham,-0.1,0,0,0,0,0.0,415,274,0,0,0.0,0.0,2022-03-05T17:30:00Z,0,11,0,0,0,0,28,0,8175,0,1,0.0,0,-83,48,131,44,False,0,28,2022
17504,Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,286,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,11182,2,3,0.0,0,9,124,115,49,True,0,29,2022
17505,Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,144335,1,2,0.0,0,-3258,0,3258,45,False,0,29,2022
17506,Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,862,2,1,0.0,0,-4,0,4,45,False,0,29,2022
17507,James Ward-Prowse,MID,Southampton,3.1,0,0,22,0,71.6,341,289,2,0,8.9,16.0,2022-03-13T14:00:00Z,90,18,0,0,0,0,29,0,653202,2,1,1.0,2,-179708,19321,199029,66,True,0,29,2022
17508,Bruno Miguel Borges Fernandes,MID,Man Utd,4.2,0,0,0,0,0.0,277,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,1377685,2,3,0.0,0,-138849,5234,144083,116,True,0,29,2022
17509,AdriÃ¡n San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,4,0,0,0,0,29,0,16133,2,0,0.0,0,-63,51,114,43,False,0,29,2022
17510,AdriÃ¡n San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,1,0,0,0,0,29,0,16133,2,0,0.0,0,-63,51,114,43,False,0,29,2022
17511,James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,12,0,0,0,0,29,0,109601,0,0,0.0,0,-4878,1091,5969,43,True,0,29,2022
17512,Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,20,0,0,0,0,29,0,1104,1,0,0.0,0,-2,0,2,60,True,0,29,2022
17513,Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,14,0,0,0,0,29,0,1104,0,1,0.0,0,-2,0,2,60,True,0,29,2022
17514,Kwadwo Baah,MID,Watford,-0.5,0,0,0,0,0.0,405,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,9210,2,1,0.0,0,991,1535,544,43,False,0,29,2022
17515,Paul Dummett,DEF,Newcastle,-1.0,0,0,0,0,0.0,301,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,6,0,0,0,0,29,0,1639,0,1,0.0,0,101,248,147,45,False,0,29,2022
17516,Paul Dummett,DEF,Newcastle,-1.0,0,0,0,0,0.0,301,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,8,0,0,0,0,29,0,1639,0,1,0.0,0,101,248,147,45,False,0,29,2022
17517,Jairo Riedewald,MID,Crystal Palace,-1.0,0,0,0,0,0.0,157,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,12,0,0,0,0,29,0,2670,0,0,0.0,0,1,39,38,47,True,0,29,2022
17518,Alexis Mac Allister,MID,Brighton,1.7,0,0,12,0,33.7,74,283,2,0,4.8,14.4,2022-03-12T12:30:00Z,90,11,0,0,0,0,29,0,55256,2,0,0.0,1,-5237,1484,6721,52,True,1,29,2022
17519,Alexis Mac Allister,MID,Brighton,1.7,0,0,5,0,3.7,74,153,2,0,5.2,6.2,2022-03-16T19:30:00Z,90,17,0,0,0,0,29,0,55256,2,0,42.0,2,-5237,1484,6721,52,True,0,29,2022
17520,Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,11,0,0,0,0,29,0,99,2,0,0.0,0,0,0,0,55,True,0,29,2022
17521,Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,153,0,0,0.0,0.0,2022-03-16T19:30:00Z,0,17,0,0,0,0,29,0,99,2,0,0.0,0,0,0,0,55,True,0,29,2022
17522,Willy Boly,DEF,Wolves,1.5,0,0,0,0,0.0,428,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,8,0,0,0,0,29,0,7961,1,0,0.0,0,309,649,340,49,False,0,29,2022
17523,JosÃ© Diogo Dalot Teixeira,DEF,Man Utd,0.2,0,0,15,0,3.0,510,288,2,0,1.7,14.0,2022-03-12T17:30:00Z,90,17,0,0,0,0,29,0,164697,2,3,0.0,1,-39231,1246,40477,43,True,0,29,2022
17524,Jeffrey Schlupp,MID,Crystal Palace,3.0,0,0,7,1,1.3,155,285,0,0,1.4,13.0,2022-03-14T20:00:00Z,90,12,0,0,0,0,29,0,6213,0,0,0.0,3,71,571,500,54,True,0,29,2022
17525,Samuel Kalu,MID,Watford,-0.2,0,0,0,0,0.0,698,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,166,2,1,0.0,0,1,33,32,49,False,0,29,2022
17526,Robert Elliot,GK,Watford,-0.5,0,0,0,0,0.0,574,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,49845,2,1,0.0,0,-486,184,670,40,False,0,29,2022
17527,Joshua King,FWD,Watford,0.5,0,0,1,0,10.3,468,289,0,0,1.7,2.2,2022-03-13T14:00:00Z,3,16,0,0,0,0,29,0,413785,2,1,4.0,1,-95273,2109,97382,58,False,0,29,2022
17528,Richarlison de Andrade,FWD,Everton,3.1,0,0,0,0,1.7,180,286,1,0,3.2,4.2,2022-03-13T14:00:00Z,90,20,0,0,0,0,29,0,510625,1,0,26.0,2,78173,96355,18182,75,True,0,29,2022
17529,Richarlison de Andrade,FWD,Everton,3.1,0,0,1,1,4.3,180,195,0,0,1.1,2.2,2022-03-17T19:45:00Z,87,14,0,0,0,0,29,0,510625,0,1,4.0,1,78173,96355,18182,75,True,1,29,2022
17530,Jamal Baptiste,DEF,West Ham,0.5,0,0,0,0,0.0,554,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,2,0,0,0,0,29,0,20521,1,2,0.0,0,-60,131,191,40,True,0,29,2022
17531,Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,650,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,585,1,2,0.0,0,-25,0,25,40,False,0,29,2022
17532,Sam Byram,DEF,Norwich,-0.2,0,0,0,0,0.0,321,287,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,10,0,0,0,0,29,0,1315,1,2,0.0,0,-16,22,38,44,False,0,29,2022
17533,Danny Rose,DEF,Watford,0.0,0,0,0,0,0.0,377,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,16674,2,1,0.0,0,-287,41,328,42,False,0,29,2022
17534,Ederson Santana de Moraes,GK,Man City,4.5,0,0,21,1,0.0,257,285,0,0,1.2,11.8,2022-03-14T20:00:00Z,90,7,0,0,0,0,29,1,1030529,0,0,0.0,6,-18348,10805,29153,61,False,0,29,2022
17535,Dion Sanderson,DEF,Wolves,0.0,0,0,0,0,0.0,686,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,8,0,0,0,0,29,0,227,1,0,0.0,0,-10,0,10,40,False,0,29,2022
17536,Liam Cooper,DEF,Leeds,0.0,0,0,0,0,0.0,184,287,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,15,0,0,0,0,29,0,19753,1,2,0.0,0,-287,18,305,44,True,0,29,2022
17537,FrÃ©dÃ©ric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,46,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,1145,1,2,0.0,0,-2,0,2,45,False,0,29,2022
17538,Matt Targett,DEF,Newcastle,4.4,0,0,9,0,29.3,39,284,1,0,4.3,11.2,2022-03-13T14:00:00Z,90,6,0,0,0,0,29,0,249461,0,1,2.0,2,6493,20579,14086,47,False,0,29,2022
17539,Matt Targett,DEF,Newcastle,4.4,0,0,11,0,16.9,39,195,1,0,2.9,12.0,2022-03-17T19:45:00Z,90,8,0,0,0,0,29,0,249461,0,1,0.0,2,6493,20579,14086,47,False,0,29,2022
17540,James McAtee,MID,Man City,1.0,0,0,0,0,0.0,629,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,7,0,0,0,0,29,0,409,0,0,0.0,0,8,26,18,44,False,0,29,2022
17541,Adama TraorÃ©,MID,Wolves,0.0,0,0,0,0,0.0,435,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,8,0,0,0,0,29,0,100348,1,0,0.0,0,-1385,0,1385,56,False,0,29,2022
17542,Jorge Luiz Frello Filho,MID,Chelsea,4.8,1,1,24,1,16.5,123,284,0,0,4.6,29.6,2022-03-13T14:00:00Z,90,14,0,0,0,0,29,0,423484,0,1,0.0,7,-14540,9880,24420,58,True,0,29,2022
17543,Diogo Jota,MID,Liverpool,4.3,0,0,2,0,0.8,240,283,0,0,1.0,5.4,2022-03-12T12:30:00Z,25,4,0,0,0,0,29,0,1660924,2,0,4.0,1,-76043,73676,149719,83,False,0,29,2022
17544,Diogo Jota,MID,Liverpool,4.3,0,0,23,0,2.8,240,261,0,1,5.6,32.2,2022-03-16T20:15:00Z,55,1,0,0,0,0,29,0,1660924,2,0,21.0,6,-76043,73676,149719,83,False,0,29,2022
17545,Ilkay GÃ¼ndogan,MID,Man City,4.5,0,0,0,0,0.0,250,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,7,0,0,0,0,29,0,247159,0,0,0.0,0,-6186,3833,10019,71,False,0,29,2022
17546,Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,275,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,1069584,2,3,0.0,0,-47646,971,48617,50,True,0,29,2022
17547,Armando Broja,FWD,Southampton,2.3,0,0,2,0,3.2,518,289,0,0,0.8,0.0,2022-03-13T14:00:00Z,48,18,0,0,0,0,29,0,1393303,2,1,6.0,1,-5518,87517,93035,55,True,0,29,2022
17548,Ed Turns,DEF,Brighton,-1.5,0,0,0,0,0.0,653,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,11,0,0,0,0,29,0,3725,2,0,0.0,0,128,255,127,40,True,0,29,2022
17549,Ed Turns,DEF,Brighton,-1.5,0,0,0,0,0.0,653,153,0,0,0.0,0.0,2022-03-16T19:30:00Z,0,17,0,0,0,0,29,0,3725,2,0,0.0,0,128,255,127,40,True,0,29,2022
17550,Nicolas Nkoulou,DEF,Watford,-0.1,0,0,0,0,0.0,618,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,461,2,1,0.0,0,0,10,10,44,False,0,29,2022
17551,Stipe Perica,FWD,Watford,0.0,0,0,0,0,0.0,388,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,53005,2,1,0.0,0,-373,0,373,45,False,0,29,2022
17552,Emerson Palmieri dos Santos,DEF,Chelsea,0.0,0,0,0,0,0.0,539,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,14,0,0,0,0,29,0,936,0,1,0.0,0,-2,0,2,45,True,0,29,2022
17553,Daniel Chesters,MID,West Ham,0.7,0,0,0,0,0.0,710,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,2,0,0,0,0,29,0,216,1,2,0.0,0,40,66,26,45,True,0,29,2022
17554,Isaac Success Ajayi,FWD,Watford,0.0,0,0,0,0,0.0,393,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,8636,2,1,0.0,0,-39,0,39,50,False,0,29,2022
17555,Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,659,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,13,0,0,0,0,29,0,1891,2,3,0.0,0,140,265,125,40,False,0,29,2022
17556,Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,659,153,0,0,0.0,0.0,2022-03-16T19:30:00Z,0,4,0,0,0,0,29,0,1891,2,0,0.0,0,140,265,125,40,False,0,29,2022
17557,Declan Rice,MID,West Ham,2.3,0,0,14,0,2.2,421,290,1,0,1.8,16.2,2022-03-13T14:00:00Z,90,2,0,0,0,0,29,0,388616,1,2,0.0,2,-20278,2537,22815,51,True,0,29,2022
17558,Juan Mata,MID,Man Utd,0.0,0,0,0,0,0.0,459,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,5493,2,3,0.0,0,14,83,69,47,True,0,29,2022
17559,HÃ©lder Wander Sousa de Azevedo e Costa,MID,Leeds,0.0,0,0,0,0,0.0,192,287,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,15,0,0,0,0,29,0,4226,1,2,0.0,0,-9,0,9,54,True,0,29,2022
17560,Zak Swanson,DEF,Arsenal,0.0,0,0,0,0,0.0,711,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,9,0,0,0,0,29,0,338,0,2,0.0,0,69,113,44,40,True,0,29,2022
17561,Zak Swanson,DEF,Arsenal,0.0,0,0,0,0,0.0,711,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,11,0,0,0,0,29,0,338,2,0,0.0,0,69,113,44,40,True,0,29,2022
17562,Sam Waller,GK,Burnley,0.0,0,0,0,0,0.0,708,282,0,0,0.0,0.0,2022-03-12T15:00:00Z,0,3,0,0,0,0,29,0,989,0,2,0.0,0,498,643,145,40,False,0,29,2022
17563,Robert Street,FWD,Crystal Palace,0.0,0,0,0,0,0.0,542,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,12,0,0,0,0,29,0,79615,0,0,0.0,0,-1625,0,1625,45,True,0,29,2022
17564,Liam Delap,FWD,Man City,1.0,0,0,0,0,0.0,704,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,7,0,0,0,0,29,0,22663,0,0,0.0,0,6620,8656,2036,45,False,0,29,2022
17565,Harvey Elliott,MID,Liverpool,1.5,0,0,0,0,0.0,506,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,4,0,0,0,0,29,0,8624,2,0,0.0,0,-619,262,881,53,False,0,29,2022
17566,Harvey Elliott,MID,Liverpool,1.5,0,0,0,0,0.0,506,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,1,0,0,0,0,29,0,8624,2,0,0.0,0,-619,262,881,53,False,0,29,2022
17567,Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,0.0,0,0,0,0,0.0,37,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,1524,1,2,0.0,0,-22,0,22,54,False,0,29,2022
17568,Ashley Young,DEF,Aston Villa,1.5,0,0,17,0,21.3,52,290,2,0,3.2,11.0,2022-03-13T14:00:00Z,80,19,0,0,0,0,29,0,40734,1,2,0.0,1,444,948,504,47,False,0,29,2022
17569,Hamza Choudhury,MID,Leicester,0.3,0,0,0,0,0.0,214,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,1,0,0,0,0,29,0,9736,0,2,0.0,0,54,183,129,44,False,0,29,2022
17570,Marc Leonard,MID,Brighton,-1.5,0,0,0,0,0.0,654,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,11,0,0,0,0,29,0,518,2,0,0.0,0,92,178,86,45,True,0,29,2022
17571,Marc Leonard,MID,Brighton,-1.5,0,0,0,0,0.0,654,153,0,0,0.0,0.0,2022-03-16T19:30:00Z,0,17,0,0,0,0,29,0,518,2,0,0.0,0,92,178,86,45,True,0,29,2022
17572,Christoph Zimmermann,DEF,Norwich,-0.5,0,0,0,0,0.0,324,287,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,10,0,0,0,0,29,0,3596,1,2,0.0,0,20,66,46,44,False,0,29,2022
17573,Tammy Abraham,FWD,Chelsea,0.0,0,0,0,0,0.0,136,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,14,0,0,0,0,29,0,11284,0,1,0.0,0,-26,0,26,65,True,0,29,2022
17574,Shane Duffy,DEF,Brighton,-1.1,0,0,0,0,0.0,56,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,11,0,0,0,0,29,0,778509,2,0,0.0,0,-15608,8122,23730,41,True,0,29,2022
17575,Shane Duffy,DEF,Brighton,-1.1,0,0,15,0,11.7,56,153,2,0,5.4,14.0,2022-03-16T19:30:00Z,90,17,0,0,0,0,29,0,778509,2,0,28.0,1,-15608,8122,23730,41,True,0,29,2022
17576,Juraj Kucka,MID,Watford,0.8,1,2,30,0,15.2,495,289,1,0,9.3,41.4,2022-03-13T14:00:00Z,90,16,0,0,0,0,29,0,12905,2,1,36.0,7,-574,62,636,55,False,0,29,2022
17577,AndrÃ© Filipe Tavares Gomes,MID,Everton,0.3,0,0,0,0,0.0,172,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,20,0,0,0,0,29,0,7287,1,0,0.0,0,1,132,131,49,True,0,29,2022
17578,AndrÃ© Filipe Tavares Gomes,MID,Everton,0.3,0,0,1,0,0.1,172,195,0,0,0.2,2.0,2022-03-17T19:45:00Z,2,14,0,0,0,0,29,0,7287,0,1,0.0,1,1,132,131,49,True,0,29,2022
17579,Reece James,DEF,Chelsea,1.4,0,0,0,0,0.0,142,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,14,0,0,0,0,29,0,1141349,0,1,0.0,0,-20960,232807,253767,62,True,0,29,2022
17580,Luke Cundle,MID,Wolves,0.5,0,0,0,0,0.0,547,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,8,0,0,0,0,29,0,6378,1,0,0.0,0,-36,56,92,44,False,0,29,2022
17581,Adam Forshaw,MID,Leeds,2.0,0,0,13,0,8.7,552,287,1,0,2.4,14.8,2022-03-13T14:00:00Z,90,15,0,0,0,0,29,0,5551,1,2,0.0,2,-16,292,308,45,True,0,29,2022
17582,Kepa Arrizabalaga,GK,Chelsea,1.0,0,0,0,0,0.0,129,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,14,0,0,0,0,29,0,34548,0,1,0.0,0,-1856,152,2008,46,True,0,29,2022
17583,Kortney Hause,DEF,Aston Villa,-0.5,0,0,0,0,0.0,36,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,16232,1,2,0.0,0,-257,103,360,44,False,0,29,2022
17584,Kgaogelo Chauke,MID,Southampton,0.5,0,0,0,0,0.0,680,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,18,0,0,0,0,29,0,180,2,1,0.0,0,-14,25,39,45,True,0,29,2022
17585,Tyrone Mings,DEF,Aston Villa,5.1,0,0,14,0,20.9,38,290,2,0,4.8,14.4,2022-03-13T14:00:00Z,90,19,0,0,0,0,29,0,564915,1,2,13.0,1,869,18820,17951,50,False,0,29,2022
17586,Ainsley Maitland-Niles,MID,Arsenal,0.0,0,0,0,0,0.0,13,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,9,0,0,0,0,29,0,4203,0,2,0.0,0,-39,0,39,52,True,0,29,2022
17587,Ainsley Maitland-Niles,MID,Arsenal,0.0,0,0,0,0,0.0,13,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,11,0,0,0,0,29,0,4203,2,0,0.0,0,-39,0,39,52,True,0,29,2022
17588,Jesse Lingard,MID,Man Utd,0.8,0,0,0,0,0.0,276,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,86027,2,3,0.0,0,-377,239,616,67,True,0,29,2022
17589,Billy Gilmour,MID,Norwich,0.9,0,0,6,0,4.1,145,287,1,0,0.6,2.2,2022-03-13T14:00:00Z,2,10,0,0,0,0,29,0,300645,1,2,0.0,1,1783,10315,8532,43,False,0,29,2022
17590,Jaden Philogene-Bidace,MID,Aston Villa,0.0,0,0,0,0,0.0,497,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,1537,1,2,0.0,0,-10,0,10,50,False,0,29,2022
17591,Fernando Luiz Rosa,MID,Man City,1.0,0,0,0,0,0.0,453,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,7,0,0,0,0,29,0,29568,0,0,0.0,0,-121,368,489,47,False,0,29,2022
17592,Jonathan Rowe,MID,Norwich,0.9,0,0,0,0,0.6,648,287,1,0,1.9,3.2,2022-03-13T14:00:00Z,28,10,0,0,0,0,29,0,699,1,2,15.0,1,135,194,59,44,False,0,29,2022
17593,BjÃ¶rn Engels,DEF,Aston Villa,0.0,0,0,0,0,0.0,31,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,39,1,2,0.0,0,0,0,0,45,False,0,29,2022
17594,Tariqe Fosu-Henry,MID,Brentford,0.0,0,0,0,0,0.0,79,282,0,0,0.0,0.0,2022-03-12T15:00:00Z,0,5,0,0,0,0,29,0,2706,0,2,0.0,0,7,37,30,51,True,0,29,2022
17595,Thomas Partey,MID,Arsenal,10.0,1,3,40,1,11.7,15,281,0,1,12.7,47.2,2022-03-13T16:30:00Z,90,9,0,0,0,0,29,0,24189,0,2,68.0,14,1366,2317,951,50,True,0,29,2022
17596,Thomas Partey,MID,Arsenal,10.0,0,0,19,0,2.6,15,261,2,0,3.4,15.6,2022-03-16T20:15:00Z,90,11,0,0,0,0,29,0,24189,2,0,16.0,2,1366,2317,951,50,True,0,29,2022
17597,Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,532,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,9,0,0,0,0,29,0,33999,0,2,0.0,0,-761,0,761,40,True,0,29,2022
17598,Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,532,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,11,0,0,0,0,29,0,33999,2,0,0.0,0,-761,0,761,40,True,0,29,2022
17599,Francisco FemenÃ­a Far,DEF,Watford,1.3,0,0,8,0,2.1,382,289,1,0,0.7,4.4,2022-03-13T14:00:00Z,90,16,0,0,0,0,29,0,12676,2,1,0.0,2,-1483,372,1855,43,False,0,29,2022
17600,Maxwel Cornet,MID,Burnley,1.2,0,0,-2,0,2.9,578,282,2,0,2.9,0.6,2022-03-12T15:00:00Z,90,3,0,0,0,0,29,0,71668,0,2,25.0,2,-18693,2537,21230,59,False,0,29,2022
17601,RaÃºl JimÃ©nez,FWD,Wolves,3.5,0,0,3,1,13.7,430,286,0,0,5.2,1.8,2022-03-13T14:00:00Z,87,8,0,0,0,0,29,0,993180,1,0,36.0,2,-101332,55611,156943,76,False,0,29,2022
17602,Jarell Quansah,DEF,Liverpool,1.5,0,0,0,0,0.0,660,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,4,0,0,0,0,29,0,670,2,0,0.0,0,-15,13,28,40,False,0,29,2022
17603,Jarell Quansah,DEF,Liverpool,1.5,0,0,0,0,0.0,660,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,1,0,0,0,0,29,0,670,2,0,0.0,0,-15,13,28,40,False,0,29,2022
17604,Sean Longstaff,MID,Newcastle,0.4,0,0,5,0,0.8,309,284,1,0,0.3,1.6,2022-03-13T14:00:00Z,90,6,0,0,0,0,29,0,38992,0,1,1.0,2,200,1175,975,44,False,0,29,2022
17605,Sean Longstaff,MID,Newcastle,0.4,0,0,0,0,0.0,309,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,8,0,0,0,0,29,0,38992,0,1,0.0,0,200,1175,975,44,False,0,29,2022
17606,Boubakary SoumarÃ©,MID,Leicester,-0.5,0,0,0,0,0.0,458,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,1,0,0,0,0,29,0,7282,0,2,0.0,0,-162,27,189,48,False,0,29,2022
17607,HÃ©ctor BellerÃ­n,DEF,Arsenal,0.0,0,0,0,0,0.0,9,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,9,0,0,0,0,29,0,18178,0,2,0.0,0,-38,0,38,48,True,0,29,2022
17608,HÃ©ctor BellerÃ­n,DEF,Arsenal,0.0,0,0,0,0,0.0,9,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,11,0,0,0,0,29,0,18178,2,0,0.0,0,-38,0,38,48,True,0,29,2022
17609,Emmanuel Dennis,FWD,Watford,2.7,0,0,6,0,11.8,450,289,1,0,3.2,7.0,2022-03-13T14:00:00Z,86,16,0,0,0,0,29,0,2919809,2,1,13.0,2,-190575,44774,235349,61,False,0,29,2022
17610,Lucas Torreira,MID,Arsenal,0.0,0,0,0,0,0.0,18,281,0,0,0.0,0.0,2022-03-13T16:30:00Z,0,9,0,0,0,0,29,0,10980,0,2,0.0,0,-51,0,51,45,True,0,29,2022
17611,Lucas Torreira,MID,Arsenal,0.0,0,0,0,0,0.0,18,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,11,0,0,0,0,29,0,10980,2,0,0.0,0,-51,0,51,45,True,0,29,2022
17612,Nampalys Mendy,MID,Leicester,0.3,0,0,10,0,2.5,203,281,2,0,1.7,14.2,2022-03-13T16:30:00Z,60,1,0,0,0,0,29,0,99721,0,2,0.0,2,4707,8897,4190,43,False,0,29,2022
17613,Ryan Fraser,MID,Newcastle,8.4,0,0,3,0,0.0,298,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,1,6,0,0,0,0,29,0,197863,0,1,0.0,1,85062,102577,17515,53,False,0,29,2022
17614,Ryan Fraser,MID,Newcastle,8.4,0,0,8,1,34.0,298,195,0,0,5.3,8.4,2022-03-17T19:45:00Z,84,8,0,0,0,0,29,0,197863,0,1,11.0,3,85062,102577,17515,53,False,0,29,2022
17615,Alex Kral,MID,West Ham,0.5,0,0,0,0,0.0,589,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,2,0,0,0,0,29,0,9759,1,2,0.0,0,-133,38,171,44,True,0,29,2022
17616,Paul Pogba,MID,Man Utd,2.8,0,0,-2,0,4.9,272,288,2,0,0.9,0.6,2022-03-12T17:30:00Z,90,17,0,0,0,0,29,0,629953,2,3,3.0,1,-23190,4023,27213,74,True,1,29,2022
17617,Josh Feeney,DEF,Aston Villa,-0.5,0,0,0,0,0.0,670,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,909,1,2,0.0,0,26,71,45,40,False,0,29,2022
17618,Bertrand TraorÃ©,MID,Aston Villa,-0.5,0,0,0,0,0.0,32,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,25247,1,2,0.0,0,29,113,84,57,False,0,29,2022
17619,Leandro Trossard,MID,Brighton,1.7,0,0,0,0,12.3,64,283,2,0,3.2,5.0,2022-03-12T12:30:00Z,90,11,0,0,0,0,29,0,130844,2,0,15.0,2,-3738,8528,12266,59,True,0,29,2022
